id	date	shift	hour	prod_id	color_id	first_class	second_class	rejected	total	checkpoint_nr	stop_time	stop_cause	quality_percentage	defects
1100	2019-09-30 00:00:00	3	4	2	5	105	50	13	168	1	35	51	0.625	pingos a; picos a; f.col
1101	2019-09-30 00:00:00	3	4	4	3	192	0	2	194	3	45	55	0.989690721035004	f.col.; cont. óleo
1102	2019-09-30 00:00:00	3	4	5	1	624	0	33	657	4	60	55	0.949771702289581	f.col.; picos a; pingos a
1103	2019-09-30 00:00:00	3	7	6	5	800	60	7	867	6	10	51	0.922722041606903	res.a; picos a; cont.forno
1104	2019-09-30 00:00:00	3	4	13	3	624	40	4	668	7	16	55	0.934131741523743	cont.água; pingos a; f.col
1105	2019-10-12 00:00:00	1	4	2	4	375	40	40	455	1	10	51	0.824175834655762	picos a; pingos a
1106	2019-10-12 00:00:00	1	5	2	4	405	10	34	449	1	15	51	0.902004480361938	picos a/b; pingos a
1107	2019-10-12 00:00:00	1	6	2	4	330	40	27	397	1	15	51	0.831234276294708	picos a/b; pingos a
1108	2019-10-12 00:00:00	1	8	2	4	210	10	2	222	1	25	51	0.945945918560028	picos a
1109	2019-10-12 00:00:00	1	1	9	2	576	20	9	605	2	20	51	0.952066123485565	esc.a; picos a; f.col
1110	2019-10-12 00:00:00	1	2	13	3	624	80	16	720	5	10	51	0.866666674613953	f.arra.; f.col.; res.a; picos a
1111	2019-10-12 00:00:00	1	3	6	3	720	30	12	762	6	20	51	0.944881916046143	picos a; pingos a; res.a; f.col
1112	2019-10-12 00:00:00	1	4	6	3	1080	30	14	1124	6	8	51	0.960854113101959	picos a; pingos a; res.a; f.col
1113	2019-10-12 00:00:00	1	5	6	3	960	50	13	1023	6	10	51	0.938416421413422	picos a; pingos a; res.a; f.col
1114	2019-10-12 00:00:00	2	1	2	4	360	30	3	393	1	10		0.916030526161194	pico zA
1115	2019-10-12 00:00:00	2	3	2	4	180	20	8	208	1	15		0.865384638309479	pico zA
1116	2019-10-12 00:00:00	2	7	4	3	768	40	2	810	2	10		0.948148131370544	empeno
1117	2019-10-12 00:00:00	2	8	4	3	792	40	10	842	2	10		0.940617561340332	empeno
1118	2019-10-12 00:00:00	2	1	9	2	816	20	23	859	2	5		0.94994181394577	pingos
1119	2019-10-12 00:00:00	2	1	4	6	744	40	11	795	3	10	51	0.935849070549011	pic o zA
1120	2019-10-12 00:00:00	2	2	4	6	768	20	32	820	3	15	56	0.936585366725922	pic o zA
1121	2019-10-12 00:00:00	2	6	5	1	768	0	60	828	3	10	51	0.927536249160767	frete nicado,colado
1122	2019-10-12 00:00:00	2	7	5	1	432	0	55	487	3	30	55	0.887063682079315	frete nicado,colado
1123	2019-10-12 00:00:00	2	8	5	1	888	0	75	963	3	10	51	0.922118365764618	frete nicado,colado,falta vidro zB/C
1124	2019-10-12 00:00:00	2	2	13	3	744	20	8	772	5	15	69	0.963730573654175	
1125	2019-10-12 00:00:00	2	4	13	3	840	40	76	956	5	20		0.878661096096039	pico zA,frete colado,arrancado
1126	2019-10-12 00:00:00	2	6	13	3	552	20	2	574	5	35	55	0.961672484874725	
1127	2019-10-12 00:00:00	2	7	1	1	840	0	101	941	6	15		0.892667353153229	fissura beira,residuos
1128	2019-10-12 00:00:00	2	1	6	3	720	20	8	748	6	10		0.96256685256958	
1129	2019-10-12 00:00:00	2	5	10	2	1128	58	36	1222	7	10		0.923076927661896	
1130	2019-10-12 00:00:00	2	8	12	1	720	0	18	738	7	25		0.97560977935791	
1131	2019-10-12 00:00:00	2	5	5	1	312	0	145	457	8	35	68	0.682713329792023	frete nicado,colado
1132	2019-10-12 00:00:00	2	6	5	1	384	0	63	447	8	40	68	0.859060406684876	frete nicado,colado
1133	2019-10-12 00:00:00	2	7	5	1	720	0	122	842	8	10	51	0.855106890201569	frete nicado,colado
1134	2019-10-12 00:00:00	2	8	5	1	720	0	124	844	8	15	51	0.853080570697784	frete nicado,colado
1135	2019-09-09 00:00:00	3	6	2	4	75	10	0	85	1	50	56	0.882352948188782	escorrido 
1136	2019-09-09 00:00:00	3	3		3	170	10	5	185	1	10	51	0.918918907642364	frete arrancado/fissura zona A
1137	2019-09-09 00:00:00	3	2	11	1	744	0	20	764	2	10	51	0.973821997642517	
1138	2019-09-09 00:00:00	3	4	11	1	720	0	20	740	2	5	51	0.972972989082336	
1139	2019-09-09 00:00:00	3	7	11	1	576	0	12	588	2	20	51	0.979591846466064	
1140	2019-09-09 00:00:00	3	3	13	5	816	20	1	837	3	5	51	0.974910378456116	
1141	2019-09-09 00:00:00	3	7	13	5	930	0	3	933	3	5	51	0.996784567832947	
1142	2019-09-09 00:00:00	3	4	7	2	720	60	10	790	4	10	51	0.911392390727997	picos/pingos
1143	2019-09-09 00:00:00	3	7	7	2	864	0	2	866	4	15	51	0.997690558433533	
1144	2019-09-09 00:00:00	3	3	13	3	768	0	1	769	5	10	51	0.998699605464935	
1145	2019-09-09 00:00:00	3	4	13	3	840	20	2	862	5	5	51	0.97447794675827	
1146	2019-09-09 00:00:00	3	4	6	4	768	30	13	811	6	15	51	0.94697904586792	falta de vidro zona A
1147	2019-09-09 00:00:00	3	2	4	5	816	60	25	901	7	5	51	0.905660390853882	pingos/residuos
1148	2019-09-09 00:00:00	3	4	8	3	600	40	11	651	8	20	56	0.921658992767334	pico beira/escorrido/pingos
1149	2019-10-21 00:00:00	1	1	1	1	992	0	5	997	1	5	51	0.994984984397888	
1150	2019-10-21 00:00:00	1	2	1	1	928	0	14	942	1	5	51	0.98513799905777	
1151	2019-10-21 00:00:00	1	3	1	1	736	0	11	747	1	5	51	0.98527443408966	
1152	2019-10-21 00:00:00	1	5	1	1	928	0	16	944	1	7	51	0.98305082321167	
1153	2019-10-21 00:00:00	1	6	1	1	512	0	16	528	1	10	51	0.969696998596191	
1154	2019-10-21 00:00:00	1	2	4	4	936	20	2	958	2	10	51	0.977035462856293	
1155	2019-10-21 00:00:00	1	3	4	4	672	20	3	695	2	10	51	0.966906487941742	
1156	2019-10-21 00:00:00	1	1		4	792	40	4	836	2	15	51	0.947368443012238	picos/pingos
1157	2019-10-21 00:00:00	1	4	12	1	792	0	59	851	3	10	56	0.930669784545898	frete colado/residuos
1158	2019-10-21 00:00:00	1	5	12	1	816	0	48	864	3	5	51	0.944444417953491	frete colado/residuos
1159	2019-10-21 00:00:00	1	6	12	1	192	0	76	268	3	40	51	0.716417908668518	frete colado/residuos
1160	2019-10-21 00:00:00	1	6	8	4	1104	20	40	1164	4	10	56	0.948453605175018	Frete nicado/picos
1161	2019-10-21 00:00:00	1	4	8	4	744	60	81	885	5	15	51	0.840677976608276	picos/residuos
1162	2019-10-21 00:00:00	1	1	12	1	504	0	19	523	6	25	51	0.963671147823334	
1163	2019-10-21 00:00:00	1	2	12	1	672	0	18	690	6	10	51	0.973913013935089	
1164	2019-10-21 00:00:00	1	3	12	1	648	0	7	655	6	13	51	0.989313006401062	
1165	2019-10-21 00:00:00	1	4	12	1	648	0	13	661	6	10	51	0.980332851409912	
1166	2019-10-21 00:00:00	1	5	12	1	624	0	16	640	6	15		0.975000023841858	
1167	2019-10-21 00:00:00	1	1	13	6	659	25	15	699	7	10	51	0.942775368690491	picos
1168	2019-10-21 00:00:00	1	1	8	6	648	100	5	753	8	5	51	0.860557794570923	picos/falta de vidro/fissura beira
1169	2019-10-21 00:00:00	2	6	2	4	256	0	9	265	1	20	51	0.966037750244141	
1170	2019-10-21 00:00:00	2	8	2	4	255	40	33	328	1	10	51	0.777438998222351	c.f.col.; pingos a; fvt; res.a
1171	2019-10-21 00:00:00	2	7	4	4	528	180	10	718	2	15	55	0.735376060009003	pingos
1172	2019-10-21 00:00:00	2	3	8	4	480	160	32	672	4	15	51	0.714285731315613	pingos a; picos a; f.col
1173	2019-10-21 00:00:00	2	4	8	4	744	100	19	863	4	10	51	0.862108945846558	pingos a; picos a; f.col
1174	2019-10-21 00:00:00	2	6	8	4	504	40	16	560	4	15	51	0.899999976158142	pingos a; picos a; f.col
1175	2019-10-21 00:00:00	3	2	2	4	390	60	78	528	1	5	54	0.738636374473572	fissura beira,pingos,pico zA
1176	2019-10-21 00:00:00	3	3	2	4	180	110	10	300	1	10	55	0.600000023841858	fissura beira,pingos,pico zA
1177	2019-10-21 00:00:00	3	5	2	4	45	20	7	72	1	40	55	0.625	residuos,pico zA
1178	2019-10-21 00:00:00	3	8	2	4	75	10	4	89	1	45	55	0.842696607112885	residuos,pico zA
1179	2019-10-21 00:00:00	3	4	4	4	912	60	3	975	2	5	51	0.935384631156921	pico zA,residuos,pingos
1180	2019-10-21 00:00:00	3	5	9	-1	672	0	10	682	2	40	56	0.985337257385254	
1181	2019-10-21 00:00:00	3	5	12	1	840	0	62	902	3	10	51	0.931263864040375	frete nicado
1182	2019-10-21 00:00:00	3	1	8	4	624	20	33	677	4	10	51	0.921713471412659	pico zA,residuos
1183	2019-10-21 00:00:00	3	6	8	4	792	160	6	958	4	15	55	0.826722323894501	pico zA,residuos
1184	2019-10-21 00:00:00	3	3	13	4	768	40	26	834	5	10		0.920863330364227	pico zA,residuos,frete colado
1185	2019-10-21 00:00:00	3	4	6	4	600	40	19	659	6	30	56	0.910470426082611	pingos,residuos
1186	2019-09-24 00:00:00	1	2	2	3	255	20	38	313	1	5	51	0.814696490764618	martelado / resíduos
1187	2019-09-24 00:00:00	1	3	2	3	300	30	39	369	1	10	51	0.81300812959671	fissura zA / picos
1188	2019-09-24 00:00:00	1	1	4	6	840	0	6	846	2	5	51	0.992907822132111	
1189	2019-09-24 00:00:00	1	3	11	1	744	0	16	760	3	10		0.978947341442108	
1190	2019-09-24 00:00:00	1	2	5	1	984	0	4	988	4	5	51	0.995951414108276	
1191	2019-09-24 00:00:00	1	1	12	1	552	0	25	577	5	25	51	0.956672430038452	fissura beira / acabamento
1192	2019-09-24 00:00:00	1	2	12	1	528	0	5	533	5	30	51	0.990619122982025	
1193	2019-09-24 00:00:00	1	4	1	1	1024	0	20	1044	6	10	51	0.980842888355255	
1194	2019-09-24 00:00:00	1	2	13	6	816	20	13	849	7	5	51	0.961130738258362	
1195	2019-09-24 00:00:00	1	1	8	6	816	140	30	986	8	5	51 / 53	0.827586233615875	fissura zA / picos / residuos
1196	2019-09-24 00:00:00	1	2	8	6	720	40	25	785	8	15		0.917197465896606	martelado
1197	2019-09-24 00:00:00	2	6	4	6	744	60	27	831	2	5	51	0.895306885242462	
1198	2019-09-24 00:00:00	2	7	4	6	672	40	31	743	2	10	51	0.904441475868225	
1199	2019-09-24 00:00:00	2	8	4	6	552	20	21	593	2	20	51	0.930860042572022	
1200	2019-09-24 00:00:00	2	8	11	1	888	0	15	903	3	10	51	0.983388721942902	
1201	2019-09-24 00:00:00	2	3	12	1	744	0	43	787	5	10	51	0.945362150669098	
1202	2019-09-24 00:00:00	2	1	1	1	896	0	12	908	6	10		0.986784160137176	
1203	2019-09-24 00:00:00	2	2	1	1	1024	0	5	1029	6	10		0.995140910148621	
1204	2019-09-24 00:00:00	2	7	6	3	900	100	15	1015	6	15		0.886699497699737	mau acab.; picos a; pingos a
1205	2019-09-24 00:00:00	2	8	6	3	600	50	18	668	6	25		0.898203611373901	mau acab.; picos a; pingos a
1206	2019-10-06 00:00:00	1	4	6	5	532	0	6	538	1	20		0.988847613334656	
1207	2019-10-06 00:00:00	1	1	4	3	648	0	1	649	2	20	55	0.998459160327911	
1208	2019-10-06 00:00:00	1	7	4	3	840	20	2	862	2	3		0.97447794675827	
1209	2019-10-06 00:00:00	1	8	4	3	792	0	2	794	2	5		0.997481107711792	
1210	2019-10-06 00:00:00	1	4	5	1	660	0	57	717	3	20	51	0.920502066612244	frete colado
1211	2019-10-06 00:00:00	1	6	5	1	432	0	10	442	3	45	55	0.977375566959381	
1212	2019-10-06 00:00:00	1	5	8	3	744	20	11	775	4	10		0.959999978542328	
1213	2019-10-06 00:00:00	1	8	8	3	576	160	8	744	4	5		0.774193525314331	pico zA,frete colado
1214	2019-10-06 00:00:00	1	1	13	3	840	20	4	864	5	10	51	0.972222208976746	
1215	2019-10-06 00:00:00	1	5	12	1	672	0	17	689	6	30	51	0.975326538085938	
1216	2019-10-06 00:00:00	1	2	7	-1	888	60	29	977	8	5	51	0.908904790878296	frete colado,nicado,pico zA/beira
1217	2019-10-06 00:00:00	3	4	6	3	1024	20	17	1061	1	5	51	0.965127229690552	
1218	2019-10-06 00:00:00	3	1	4	3	864	0	2	866	2	5	51	0.997690558433533	
1219	2019-10-06 00:00:00	3	3	4	3	816	20	4	840	2	5	51	0.971428573131561	
1220	2019-10-06 00:00:00	3	4	4	3	624	20	5	649	2	20	51	0.961479187011719	
1221	2019-10-06 00:00:00	3	5	4	3	816	0	14	830	2	5	51	0.983132541179657	
1222	2019-10-06 00:00:00	3	2	11	1	720	0	12	732	3	10	51	0.983606576919556	
1223	2019-10-06 00:00:00	3	3	11	1	648	0	35	683	3	10	51	0.948755502700806	pingos/picos
1224	2019-10-06 00:00:00	3	1	8	3	792	180	12	984	4	10	51	0.804878056049347	picos
1225	2019-10-06 00:00:00	3	2	8	3	816	40	21	877	4	10	51	0.930444717407227	picos
1226	2019-10-06 00:00:00	3	2	5	1	888	0	1	889	8	10	51	0.998875141143799	
1227	2019-10-06 00:00:00	3	3	5	1	936	0	11	947	8	5	51	0.988384366035461	
1228	2019-10-18 00:00:00	2	3	3	7	960	70	18	1048	1	10	51	0.916030526161194	fva; pingos a; picos a
1229	2019-10-18 00:00:00	2	4	3	7	720	200	30	950	1	10	51	0.75789475440979	marca spindle; fvt
1230	2019-10-18 00:00:00	2	6	3	7	960	60	43	1063	1	20	51	0.903104424476624	marca spindle; fvt
1231	2019-10-18 00:00:00	2	8	3	7	720	40	9	769	1	10	51	0.936280906200409	
1232	2019-10-18 00:00:00	2	4	11	1	888	0	49	937	2	5	51	0.947705447673798	f.nic.; pingos a
1233	2019-10-18 00:00:00	2	6	5	1	720	0	20	740	3	30	51	0.972972989082336	
1234	2019-10-18 00:00:00	2	1	12	1	672	0	18	690	5	10	51	0.973913013935089	f.col.; f.nic.
1235	2019-10-18 00:00:00	2	2	12	1	600	0	11	611	5	15	51	0.981996715068817	pingos a; picos a
1236	2019-10-18 00:00:00	2	1	6	4	736	60	7	803	6	20	51	0.916562914848327	pingos a; picos a; res.a
1237	2019-10-18 00:00:00	2	3	6	4	608	140	7	755	6	15	56	0.805298030376434	pingos a; picos a; res.a
1238	2019-10-18 00:00:00	3	1	3	7	630	160	22	812	1	15	51	0.775862097740173	pico beira,marca spindle
1239	2019-10-18 00:00:00	3	4	3	7	840	30	14	884	1	10	51	0.950226247310638	pico beira,marca spindle
1240	2019-10-18 00:00:00	3	5	3	7	840	70	32	942	1	10	51	0.89171975851059	pico beira,marca spindle
1241	2019-10-18 00:00:00	3	2	11	1	792	0	20	812	2	5		0.975369453430176	
1242	2019-10-18 00:00:00	3	3	11	1	720	0	9	729	2	15		0.987654328346252	
1243	2019-10-18 00:00:00	3	1	5	1	456	0	69	525	4	25	55	0.868571400642395	frete nicado,pico zA,frete colado e vidrado
1244	2019-10-18 00:00:00	3	2	5	1	360	0	80	440	4	30	55	0.818181812763214	frete nicado,pico zA,frete colado e vidrado
1245	2019-10-18 00:00:00	3	5	5	1	696	0	108	804	4	15		0.865671634674072	frete nicado,pico zA,frete colado e vidrado
1246	2019-10-18 00:00:00	3	6	5	1	744	0	20	764	4	10		0.973821997642517	frete nicado,pico zA,frete colado e vidrado
1247	2019-10-18 00:00:00	3	7	5	1	720	0	41	761	4	25		0.946123540401459	frete nicado,pico zA,frete colado e vidrado
1248	2019-10-18 00:00:00	3	8	5	1	792	0	60	852	4	10		0.929577469825745	frete nicado,pico zA,frete colado e vidrado
1249	2019-10-18 00:00:00	3	3	6	5	896	20	1	917	6	20		0.977099239826202	
1250	2019-10-18 00:00:00	3	4	6	5	768	30	11	809	6	10		0.949320137500763	pico za,residuos
1251	2019-10-18 00:00:00	3	8	10	7	672	40	19	731	7	20	55	0.919288635253906	falta vidro toque
1252	2019-10-18 00:00:00	3	3	7	7	672	140	8	820	8	6	69	0.819512188434601	pingos,pico zA
1253	2019-10-18 00:00:00	3	7	7	7	288	20	10	318	8	35	51	0.905660390853882	pingos,pico zA,residuos
1254	2019-09-12 00:00:00	1	1		3	120	0	10	130	1	30	51	0.923076927661896	residuos
1255	2019-09-12 00:00:00	1	4	13	6	720	20	7	747	2	10	51	0.963855445384979	
1256	2019-09-12 00:00:00	1	1	4	6	696	20	1	717	3	15	51	0.970711290836334	
1257	2019-09-12 00:00:00	1	1	5	1	456	0	4	460	4	25	51	0.991304337978363	picos zona A/escorrido
1258	2019-09-12 00:00:00	1	2	5	1	912	0	13	925	4	5	51	0.9859459400177	
1259	2019-09-12 00:00:00	1	2	6	5	736	10	9	755	6	20	51	0.974834442138672	
1260	2019-09-12 00:00:00	1	4	6	5	832	10	4	846	6	10	51	0.983451545238495	
1261	2019-09-12 00:00:00	1	5	6	5	1024	10	15	1049	6	5	51	0.976167798042297	
1262	2019-09-12 00:00:00	1	2	4	6	936	20	23	979	7	5	51	0.956077635288238	escorrido zA/picos/pingos
1263	2019-09-11 00:00:00	3	1	2	5	165	10	7	182	1	30	51	0.906593382358551	pingos a; picos a; c.fr.nic.
1264	2019-09-11 00:00:00	3	4	8	4	768	80	12	860	3	10	55	0.893023252487183	
1265	2019-09-11 00:00:00	3	5	8	4	0	0	0	0	3	60	55	0	
1266	2019-09-11 00:00:00	3	6	8	4	392	20	2	414	3	30	55	0.946859896183014	f.vid; cont.água; 
1267	2019-09-11 00:00:00	3	2	7	7	840	20	6	866	4	10	51	0.969976902008056	
1268	2019-09-11 00:00:00	3	3	7	7	576	0	4	580	4	15	51	0.993103444576263	
1269	2019-09-11 00:00:00	3	4	7	7	672	20	4	696	4	10	51	0.965517222881317	Fv a
1270	2019-09-11 00:00:00	3	5	7	7	480	20	6	506	4	15	51	0.948616623878479	Fvtoque; pingos a
1271	2019-09-11 00:00:00	3	6	7	7	606	20	5	631	4	10	51	0.960380375385284	
1272	2019-09-11 00:00:00	3	7	7	7	744	20	15	779	4	10	51	0.955070614814758	fvtoque ; picos a; res.a
1273	2019-09-11 00:00:00	3	2	12	1	768	0	6	774	5	10	51	0.992248058319092	
1274	2019-09-11 00:00:00	3	3	12	1	816	0	3	819	5	15	51	0.996336996555328	
1275	2019-09-11 00:00:00	3	4	12	1	888	0	7	895	5	8	51	0.992178797721863	
1276	2019-09-11 00:00:00	3	5	12	1	768	0	11	779	5	12	51	0.985879361629486	
1277	2019-09-11 00:00:00	3	8	12	1	672	0	3	675	5	15	51	0.995555579662323	
1278	2019-09-11 00:00:00	3	1	1	1	768	0	205	973	6	8	51	0.789311408996582	pingos a; fva
1279	2019-09-11 00:00:00	3	2	1	1	928	0	35	963	6	5	51	0.963655233383179	
1280	2019-09-11 00:00:00	3	7	1	1	896	0	32	928	6	8	51	0.965517222881317	
1281	2019-09-11 00:00:00	3	8	1	1	960	0	26	986	6	5	51	0.973630845546722	
1282	2019-09-11 00:00:00	3	4	4	6	631	40	18	689	7	15	51	0.915820002555847	picos a; res.a
1283	2019-09-11 00:00:00	3	5	4	6	696	40	15	751	7	12	51	0.92676430940628	picos a; res.a
1284	2019-09-11 00:00:00	3	8	4	6	0	0	0	0	7	60	55	0	
1285	2019-11-03 00:00:00	1	1	6	5	672	0	2	674	1	20	vid.	0.997032642364502	
1286	2019-11-03 00:00:00	1	2	9	7	744	20	82	846	2	5	avaria carimbo	0.879432618618012	Frete arrancado
1287	2019-11-03 00:00:00	1	2	10	7	264	20	22	306	5	40	saldo	0.862745106220245	Residuos
1288	2019-10-08 00:00:00	1	2	2	6	105	20	6	131	1	40	55	0.801526725292206	beira mal vidrada,pico za
1289	2019-10-08 00:00:00	1	3	2	6	0	0	0	0	1	60	55	0	beira mal vidrada,pico za
1290	2019-10-08 00:00:00	1	6	2	6	315	30	13	358	1	10	51	0.879888296127319	beira mal vidrada,pico za,escorrido zA
1291	2019-10-08 00:00:00	1	7	2	6	300	20	15	335	1	13	51	0.89552241563797	beira mal vidrada,pico za,escorrido zA
1292	2019-10-08 00:00:00	1	8	2	6	210	10	10	230	1	25	51	0.91304349899292	pico za
1293	2019-10-08 00:00:00	1	1	4	4	768	20	17	805	3	20		0.954037249088287	frete arrancado,pingos
1294	2019-10-08 00:00:00	1	2	4	4	864	20	5	889	3	10		0.971878528594971	
1295	2019-10-08 00:00:00	1	2	5	1	864	0	23	887	4	10	55	0.974069893360138	
1296	2019-10-08 00:00:00	1	8	5	1	216	0	20	236	4	15	51	0.915254235267639	falta vidro zB
1297	2019-10-08 00:00:00	1	2	12	1	912	0	10	922	5	10		0.989154040813446	
1298	2019-10-08 00:00:00	1	8	12	1	384	0	7	391	5	50	55	0.982097208499908	
1299	2019-10-08 00:00:00	1	7	6	4	480	10	1	491	6	15	55	0.977596759796143	
1300	2019-10-08 00:00:00	1	7	8	4	960	40	5	1005	8	5		0.955223858356476	pico zA
1301	2019-10-08 00:00:00	1	8	8	4	840	20	12	872	8	5		0.963302731513977	
1302	2019-10-08 00:00:00	3	3	11	1	768	0	31	799	2	5	51	0.96120148897171	
1303	2019-10-08 00:00:00	3	4	5	1	624	0	148	772	4	10	51	0.808290183544159	f.col.; f.nic.; res.a; fvt
1304	2019-10-08 00:00:00	3	5	5	1	744	0	64	808	4	20	51	0.920792102813721	f.col.; f.nic.; res.a; fvt
1305	2019-10-08 00:00:00	3	4	12	1	0	0	0	0	5	60	55	0	
1306	2019-10-08 00:00:00	3	6	12	1	672	0	24	696	5	15		0.965517222881317	
1307	2019-10-08 00:00:00	3	7	12	1	696	0	25	721	5	10		0.965325951576233	
1308	2019-10-08 00:00:00	3	2	13	4	334	60	6	400	7	25	51	0.834999978542328	f.col.; picos
1309	2019-10-08 00:00:00	3	1	8	4	384	60	1	445	8	30	52	0.862921357154846	f.nic.; mart.; pingos a; picos a
1310	2019-10-08 00:00:00	3	2	8	4	576	200	10	786	8	10	51	0.732824444770813	f.nic.; mart.; pingos a; picos a
1311	2019-10-08 00:00:00	3	8	8	4	816	40	7	863	8	10	51	0.945538818836212	f.nic.; mart.; pingos a; picos a
1312	2019-09-19 00:00:00	2	8	6	3	960	20	20	1000	1	10	51	0.959999978542328	
1313	2019-09-19 00:00:00	2	5	4	3	816	20	6	842	2	5	51	0.969121158123016	
1314	2019-09-19 00:00:00	2	2	9	7	528	20	3	551	3	20	51	0.958257734775543	
1315	2019-09-19 00:00:00	2	3	9	7	768	0	3	771	3	10	53	0.996108949184418	
1316	2019-09-19 00:00:00	2	4	8	3	720	40	4	764	4	10	51	0.942408382892608	f.nic; picos a; res.a
1382	2019-09-26 00:00:00	2	1	8	6	744	100	36	880	8	5	51; 63	0.845454573631287	picos / resíduos
1317	2019-09-19 00:00:00	2	5	8	3	311	60	8	379	4	20	51	0.82058048248291	f.nic; picos a; res.a
1318	2019-09-19 00:00:00	2	5	13	3	672	0	2	674	5	5	51	0.997032642364502	
1319	2019-09-19 00:00:00	2	2	2	3	225	30	40	295	6	20	68	0.762711882591248	fiss.a; res. C
1320	2019-09-19 00:00:00	2	6	2	3	270	30	17	317	6	10	62	0.85173499584198	
1321	2019-09-19 00:00:00	2	8	13	3	720	0	5	725	7	15	51	0.993103444576263	
1322	2019-09-19 00:00:00	3	3	6	3	45	0	0	45	1	55	51	1	
1323	2019-09-19 00:00:00	3	4	6	3	930	20	16	966	1	5	51	0.962732911109924	
1324	2019-09-19 00:00:00	3	5	6	3	660	0	7	667	1	30	51	0.989505231380463	
1325	2019-09-19 00:00:00	3	1	4	3	768	40	10	818	2	5	51	0.938875317573547	frete vidrado/frete nicado
1326	2019-09-19 00:00:00	3	2	4	3	864	20	11	895	2	5	51	0.965363144874573	
